Semester,Score,Score Range
1.2015-2016,5.2,5to8
2.2014-2015,6.8,5to8
1.2014-2015,8.2,8to10
1.2014-2015,8.2,8to10
1.2014-2015,5.7,5to8
1.2014-2015,7.1,5to8
2.2014-2015,7,5to8
1.2014-2015,8.7,8to10
1.2015-2016,7,5to8
1.2014-2015,7.6,5to8
2.2014-2015,7,5to8
2.2014-2015,8.7,8to10
1.2015-2016,5.2,5to8
2.2014-2015,10,8to10
2.2014-2015,10,8to10
1.2014-2015,9.3,8to10
2.2014-2015,5.2,5to8
2.2014-2015,9.3,8to10
1.2013-2014,8.3,8to10
1.2013-2014,7.2,5to8
1.2013-2014,7.4,5to8
1.2013-2014,6.2,5to8
1.2014-2015,10,8to10
1.2013-2014,9.4,8to10
1.2013-2014,9.1,8to10
1.2013-2014,8.4,8to10
1.2013-2014,9.4,8to10
1.2013-2014,9.4,8to10
1.2013-2014,10,8to10
1.2013-2014,8,8to10
1.2015-2016,8.8,8to10
1.2013-2014,7.4,5to8
1.2014-2015,7,5to8
1.2013-2014,8.8,8to10
1.2013-2014,0,0to5
1.2013-2014,9.4,8to10
1.2013-2014,9,8to10
1.2013-2014,8.6,8to10
1.2013-2014,8,8to10
1.2014-2015,6,5to8
1.2013-2014,4.4,0to5
1.2013-2014,8.2,8to10
1.2013-2014,10,8to10
1.2013-2014,8,8to10
1.2013-2014,8.4,8to10
1.2013-2014,9.8,8to10
1.2013-2014,6.4,5to8
1.2013-2014,8,8to10
1.2013-2014,9.6,8to10
1.2013-2014,8.8,8to10
1.2013-2014,7,5to8
1.2015-2016,9.8,8to10
1.2013-2014,8.4,8to10
1.2013-2014,8.1,8to10
1.2012-2013,7.6,5to8
1.2012-2013,8.8,8to10
1.2012-2013,9.2,8to10
1.2012-2013,8.7,8to10
1.2012-2013,9.9,8to10
1.2012-2013,9,8to10
1.2012-2013,8.8,8to10
1.2012-2013,2.6,0to5
1.2012-2013,8.8,8to10
1.2012-2013,9.1,8to10
1.2012-2013,6.8,5to8
1.2012-2013,9.4,8to10
1.2012-2013,10,8to10
1.2012-2013,9.1,8to10
1.2011-2012,9.2,8to10
1.2012-2013,9.9,8to10
1.2012-2013,0,0to5
1.2013-2014,10,8to10
1.2012-2013,9,8to10
1.2012-2013,8.7,8to10
1.2012-2013,9.7,8to10
1.2012-2013,9.9,8to10
1.2012-2013,9.4,8to10
1.2013-2014,9.8,8to10
1.2011-2012,5.6,5to8
1.2011-2012,7.1,5to8
1.2011-2012,7.3,5to8
1.2011-2012,6.9,5to8
1.2011-2012,8.7,8to10
1.2011-2012,8,8to10
1.2011-2012,4.2,0to5
1.2011-2012,6.7,5to8
1.2011-2012,6.4,5to8
1.2011-2012,6.3,5to8
1.2011-2012,7.3,5to8
1.2012-2013,5.7,5to8
1.2011-2012,7.3,5to8
1.2011-2012,6.9,5to8
1.2011-2012,10,8to10
1.2012-2013,7.2,5to8
1.2011-2012,4.6,0to5
1.2011-2012,8.8,8to10
1.2011-2012,0,0to5
1.2011-2012,7,5to8
1.2011-2012,1.4,0to5
1.2012-2013,7.1,5to8
1.2011-2012,7.6,5to8
1.2011-2012,6.8,5to8
1.2011-2012,8.7,8to10
1.2011-2012,8,8to10
1.2010-2011,5.2,5to8
1.2010-2011,1.3,0to5
1.2010-2011,5.6,5to8
1.2010-2011,4.8,0to5
1.2010-2011,5.3,5to8
1.2010-2011,5.1,5to8
1.2010-2011,4.9,0to5
1.2010-2011,5.5,5to8
1.2010-2011,8.2,8to10
1.2010-2011,3.6,0to5
1.2010-2011,6.4,5to8
