Semester,Score,Score Range
2.2013-2014,0,0to5
2.2013-2014,8.8,8to10
2.2013-2014,7.3,5to8
2.2013-2014,7.3,5to8
2.2013-2014,9.3,8to10
2.2013-2014,8.5,8to10
2.2013-2014,9,8to10
2.2013-2014,8.5,8to10
2.2013-2014,9.2,8to10
2.2013-2014,7.8,5to8
2.2013-2014,8.3,8to10
2.2013-2014,8.5,8to10
2.2013-2014,9.2,8to10
2.2013-2014,8.5,8to10
2.2013-2014,8.8,8to10
2.2013-2014,9.2,8to10
2.2013-2014,7.7,5to8
2.2013-2014,0,0to5
2.2013-2014,8.6,8to10
2.2013-2014,7.5,5to8
2.2013-2014,8.7,8to10
2.2013-2014,7.7,5to8
2.2013-2014,7,5to8
2.2013-2014,9.1,8to10
2.2013-2014,9.1,8to10
2.2013-2014,8.4,8to10
2.2013-2014,9.3,8to10
2.2013-2014,8.9,8to10
2.2013-2014,0,0to5
2.2013-2014,8.8,8to10
2.2012-2013,8.1,8to10
2.2012-2013,9.5,8to10
2.2012-2013,8.2,8to10
2.2012-2013,7,5to8
2.2012-2013,7.9,5to8
2.2012-2013,8.8,8to10
2.2012-2013,8.1,8to10
2.2012-2013,8.3,8to10
2.2012-2013,8.4,8to10
2.2012-2013,9.3,8to10
2.2012-2013,8.4,8to10
2.2012-2013,8.1,8to10
2.2012-2013,8.3,8to10
2.2012-2013,8.7,8to10
2.2012-2013,7.8,5to8
2.2012-2013,8.4,8to10
2.2012-2013,0,0to5
2.2012-2013,9,8to10
2.2012-2013,8.6,8to10
2.2012-2013,8.1,8to10
2.2012-2013,9.2,8to10
2.2012-2013,9,8to10
2.2012-2013,0,0to5
2.2012-2013,8.8,8to10
2.2012-2013,8.5,8to10
2.2011-2012,8.9,8to10
2.2011-2012,8.8,8to10
2.2011-2012,8.7,8to10
2.2011-2012,8.8,8to10
2.2011-2012,8.3,8to10
2.2011-2012,8.7,8to10
2.2011-2012,8.3,8to10
2.2011-2012,8.8,8to10
2.2011-2012,8.6,8to10
2.2011-2012,9.1,8to10
2.2011-2012,8.1,8to10
2.2011-2012,8.2,8to10
2.2011-2012,9.5,8to10
2.2011-2012,0,0to5
2.2011-2012,9,8to10
2.2011-2012,7.4,5to8
2.2011-2012,8.7,8to10
2.2011-2012,8.1,8to10
2.2011-2012,9.7,8to10
2.2011-2012,9.2,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8.2,8to10
2.2011-2012,8.7,8to10
2.2011-2012,8.3,8to10
2.2011-2012,8.1,8to10
2.2011-2012,9.2,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8.3,8to10
2.2011-2012,8.4,8to10
2.2011-2012,9.1,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8.2,8to10
2.2011-2012,8.4,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8.8,8to10
2.2011-2012,7.1,5to8
2.2011-2012,9,8to10
2.2011-2012,8.2,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8.6,8to10
2.2011-2012,0,0to5
2.2011-2012,8.3,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8.6,8to10
2.2011-2012,9.1,8to10
2.2011-2012,9,8to10
2.2011-2012,8.9,8to10
2.2011-2012,8.8,8to10
2.2011-2012,9.1,8to10
2.2011-2012,8.9,8to10
2.2011-2012,8.5,8to10
2.2011-2012,9.1,8to10
2.2011-2012,8.4,8to10
2.2011-2012,8,8to10
2.2011-2012,9.1,8to10
2.2011-2012,0,0to5
2.2010-2011,9,8to10
2.2010-2011,8.1,8to10
2.2010-2011,9.1,8to10
2.2010-2011,9.3,8to10
2.2010-2011,8.6,8to10
2.2010-2011,9.3,8to10
2.2010-2011,9.1,8to10
2.2010-2011,9.1,8to10
2.2010-2011,8.7,8to10
2.2010-2011,8.2,8to10
2.2010-2011,8.6,8to10
2.2010-2011,8.6,8to10
2.2010-2011,8.4,8to10
2.2010-2011,9.1,8to10
2.2010-2011,9.5,8to10
2.2010-2011,9.3,8to10
2.2010-2011,9.2,8to10
2.2010-2011,9,8to10
