Semester,Score,Score Range
1.2014-2015,2.1,0to5
1.2013-2014,4.4,0to5
2.2013-2014,4.3,0to5
1.2014-2015,6.7,5to8
1.2013-2014,6.6,5to8
1.2013-2014,5.3,5to8
1.2013-2014,9,8to10
2.2013-2014,7.4,5to8
1.2013-2014,8.8,8to10
1.2013-2014,3.9,0to5
1.2013-2014,3.7,0to5
1.2013-2014,5.2,5to8
2.2013-2014,2.6,0to5
2.2013-2014,0,0to5
1.2013-2014,3.9,0to5
2.2013-2014,6.2,5to8
1.2013-2014,7,5to8
1.2013-2014,3.9,0to5
2.2013-2014,4.8,0to5
2.2013-2014,4.2,0to5
1.2013-2014,3.1,0to5
1.2013-2014,3.6,0to5
1.2013-2014,3.8,0to5
2.2013-2014,3.8,0to5
1.2013-2014,2.3,0to5
2.2013-2014,4.1,0to5
1.2013-2014,7.3,5to8
2.2013-2014,4.9,0to5
2.2013-2014,1.9,0to5
1.2013-2014,4.7,0to5
1.2013-2014,4.8,0to5
2.2013-2014,3.4,0to5
1.2013-2014,0,0to5
1.2012-2013,6,5to8
1.2013-2014,4.3,0to5
1.2013-2014,4.6,0to5
1.2013-2014,3.3,0to5
2.2013-2014,3.4,0to5
1.2015-2016,4.4,0to5
1.2013-2014,3.8,0to5
2.2013-2014,0,0to5
1.2013-2014,6.8,5to8
1.2012-2013,8.4,8to10
1.2012-2013,3.1,0to5
1.2012-2013,8.3,8to10
1.2012-2013,1.7,0to5
1.2012-2013,5.4,5to8
1.2011-2012,4.4,0to5
1.2012-2013,2.6,0to5
1.2012-2013,7,5to8
1.2012-2013,6.6,5to8
1.2012-2013,3.8,0to5
1.2012-2013,6.5,5to8
1.2013-2014,7.3,5to8
1.2011-2012,4.2,0to5
1.2012-2013,9,8to10
1.2012-2013,8.5,8to10
1.2012-2013,4.9,0to5
1.2012-2013,1.6,0to5
1.2012-2013,0,0to5
1.2013-2014,0,0to5
1.2012-2013,0,0to5
1.2012-2013,7.2,5to8
1.2012-2013,6.3,5to8
1.2012-2013,7.4,5to8
1.2012-2013,5.6,5to8
1.2012-2013,7.9,5to8
1.2012-2013,4.4,0to5
1.2012-2013,7.1,5to8
1.2012-2013,5.2,5to8
1.2011-2012,3.5,0to5
1.2011-2012,8.5,8to10
1.2011-2012,7.5,5to8
1.2011-2012,3.7,0to5
1.2011-2012,3.2,0to5
1.2011-2012,8.1,8to10
1.2011-2012,9.6,8to10
1.2011-2012,4.5,0to5
1.2011-2012,3.5,0to5
1.2011-2012,8.5,8to10
1.2011-2012,8.8,8to10
1.2011-2012,7.4,5to8
1.2011-2012,5.4,5to8
1.2011-2012,3.3,0to5
1.2012-2013,3.4,0to5
1.2011-2012,2.9,0to5
1.2011-2012,8.5,8to10
1.2011-2012,5.2,5to8
1.2011-2012,2.3,0to5
1.2011-2012,0,0to5
1.2011-2012,3.8,0to5
1.2010-2011,4.3,0to5
1.2010-2011,1.8,0to5
1.2011-2012,0,0to5
1.2010-2011,6.9,5to8
1.2010-2011,6.4,5to8
1.2010-2011,8.5,8to10
1.2010-2011,3.1,0to5
1.2010-2011,3.9,0to5
1.2010-2011,7.8,5to8
1.2010-2011,3.1,0to5
1.2010-2011,6.9,5to8
